"number","study.ID","effect..","coder","Full.citation","In.text.Citation","Year","Type","Phylum","Bivalve..Gastropod","Taxon","Tax.level","Aggregate.Trait","Author.s.Trait","Trait.category","Start.stage","End.stage","Aggregate.Age..Event","Age..Event","Location","Data.source","Odds.Ratio","Var.Odds.Ratio","Log.odds.ratio","Var.Lnor","X..Ext","X..Surv","Total...Ext","Total...Surv","N","X.","per.capita.extinction","N.1","Total.per.capita.extinction","notes","x.square","n","df","p..sur.extinct.","X..group.a.extinct","X..group.b.extinct","p..before.after.","coefficient","d.f.","p","Note","X","Test.type","Trait.Type.Species.Total","Mean.Duration..my.","p.1","z","Parametric.Non","Test","n.1","p.2","test.stat","df.1","startTime.Ma","endTime.Ma","Volcanism","Flood_basalt","Bollide","OA","BC.extinction.rate","del.18O","del.13C","X87Sr.86Sr","del.34S","sea_level","d18OresidualMean","d18OresidualMeanWeighted","d18OresidualSD","Dd18O.first.differences.Mean","Dd18O.first.differences.SD","Dd18O.first.differences.ABSMean","Dd18O.first.differences.ABSMeanWeighted","d18O.meanObserved","d18O.meanObservedWeighted","d18O.meanObservedSD","d18O.CV","BC.extinction.rate.PBDB","lnor","vlnor"
NA,"Clapham 2009 EGE","4","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifaunal","Capitanian","Capitanian","Middle Permian","Capitanian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0586,NA,0.0671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,260.5,1,0,0,0,0.168,-3.62415,4.2287,0.7072,15.5245,14.37585,-3.932830556,-3.932830556,0,-3.194126984,0,3.194126984,3.194126984,-6.985555556,-6.985555556,0,0,0.146,NA,NA
NA,"Clapham 2009 EGE","5","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifaunal","Wuchiapingian","Wuchiapingian","Late Permian","Wuchiapingian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0293,NA,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,255,1,1,0,0,0.125,-3.8046,3.4807,0.70725,16.916,5.1837,-2.3727903995,-2.3727903995,2.20622994716895,0.0478016645000001,4.58477946295458,3.2419286485,3.2419286485,-5.3406903995,-5.3406903995,2.32619061259724,-0.435559906789396,0.134,NA,NA
NA,"Clapham 2009 EGE","6","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifuanl","Changhsingian","Changhsingian","P/TR","Changhsingian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,NA,NA
NA,"Clapham 2009 EGE","1","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Kungurian","Kungurian","Early Permian","Kungurian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0239,NA,0.0177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.5,272.5,1,0,0,0,0.06,-3.7717,4.0456,0.70708,13.168,33.257,-0.521928571,-0.521928571,0,-0.525064935,0,0.525064935,0.525064935,-3.791428571,-3.791428571,0,0,0.029,NA,NA
NA,"Clapham 2009 EGE","2","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Roadian","Roadian","Middle Permian","Roadian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.5,268,0,0,0,0,0.06,-3.6077,4.51115,0.707115,13.6505,28.4125,-2.2273795635,-1.85662934773913,2.41187192355616,-1.8595959595,1.88731187425556,1.8595959595,1.5694805193913,-5.3884920635,-5.04130434773913,2.25858885106444,-0.419150445885118,0.056,NA,NA
NA,"Clapham 2009 EGE","3","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Wordian","Wordian","Middle Permian","Wordian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122,NA,0.0415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,265,0,0,0,0,0.065,-3.4437,4.9767,0.70715,14.133,23.568,-3.932830556,-3.932830556,0,-3.194126984,0,3.194126984,3.194126984,-6.985555556,-6.985555556,0,0,0.055,NA,NA
NA,"Clapham 2009 EGE","4","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Capitanian","Capitanian","Permian","Capitanian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0775,NA,0.0671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,260.5,1,0,0,0,0.168,-3.62415,4.2287,0.7072,15.5245,14.37585,-3.932830556,-3.932830556,0,-3.194126984,0,3.194126984,3.194126984,-6.985555556,-6.985555556,0,0,0.146,NA,NA
NA,"Clapham 2009 EGE","5","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Wuchiapingian","Wuchiapingian",NA,"Wuchiapingian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393,NA,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,255,1,1,0,0,0.125,-3.8046,3.4807,0.70725,16.916,5.1837,-2.3727903995,-2.3727903995,2.20622994716895,0.0478016645000001,4.58477946295458,3.2419286485,3.2419286485,-5.3406903995,-5.3406903995,2.32619061259724,-0.435559906789396,0.134,NA,NA
NA,"Clapham 2009 EGE","6","EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Changhsingian","Changhsingian","P/TR","Changhsingian","global","dx.doi.org/10.1666/08033.s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,NA,NA
NA,"Elder 1989 MEP","1","EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Cenomanian","Cenomanian","Late Cretaceous","Upper Cenomanian","Western Interior U.S",NA,NA,NA,NA,NA,15,14,18,22,NA,NA,NA,NA,NA,"Cenomanian-Turonian Stage Boundary (C-T)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,93.5,1,1,0,1,0.056,-2.511,2.4004,0.70743,18.324,69.124,-1.216028413,-0.892095830333333,1.03074716632892,-0.081932825,0.398352456084972,0.281677723,0.245263134111111,-1.139653413,-0.874365274777778,0.844141686773794,-0.740700354287267,0.071,-0.365365906388498,0.187367131481281
NA,"Elder 1989 MEP","2","EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Cenomanian","Cenomanian","Late Cretaceous","Upper Cenomanian","Western Interior U.S",NA,NA,NA,NA,NA,3,8,18,22,NA,NA,NA,NA,NA,"Cenomanian-Turonian Stage Boundary (C-T)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,93.5,1,1,0,1,0.056,-2.511,2.4004,0.70743,18.324,69.124,-1.216028413,-0.892095830333333,1.03074716632892,-0.081932825,0.398352456084972,0.281677723,0.245263134111111,-1.139653413,-0.874365274777778,0.844141686773794,-0.740700354287267,0.071,2.53944402704733,1.3022789882294
NA,"Elder 1989 MEP","1","EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Turonian","Turonian","Late Cretaceous","Lower Turonian/ Watinoceras Zone","Western Interior U.S",NA,NA,NA,NA,NA,3,13,3,22,NA,NA,NA,NA,NA,"Cenomanian-Turonian Stage Boundary (C-T)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,89.3,1,1,0,0,0.039,-2.1727,2.7866,0.70735,18.652,57.421,-1.944876724,-1.944876724,0,-0.363610548,0,0.363610548,0.363610548,-1.736551724,-1.736551724,0,0,0.061,-0.958806818181818,0.887784090909091
NA,"Elder 1989 MEP","2","EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Turonian","Turonian","Late Cretaceous","Lower Turonian/ Watinoceras Zone","Western Interior U.S",NA,NA,NA,NA,NA,0,9,3,22,NA,NA,NA,NA,NA,"Cenomanian-Turonian Stage Boundary (C-T)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,89.3,1,1,0,0,0.039,-2.1727,2.7866,0.70735,18.652,57.421,-1.944876724,-1.944876724,0,-0.363610548,0,0.363610548,0.363610548,-1.736551724,-1.736551724,0,0,0.061,3.03030303030303,2.80583613916947
NA,"Hansen et al. 1993a","1","EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit",NA,"Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",NA,NA,NA,NA,NA,42,8,76,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-0.378308771929825,0.240277192982456
NA,"Hansen et al. 1993a","2","EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit",NA,"Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",NA,NA,NA,NA,NA,34,10,76,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,0.488518558793679,0.310275300855444
NA,"Hautmann 2008 ERP","1","EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifuanal","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",NA,NA,NA,NA,NA,3,4,6,6,NA,NA,NA,NA,NA,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,0.448979591836735,0.897959183673469
NA,"Hautmann 2008 ERP","2","EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",NA,NA,NA,NA,NA,3,2,6,6,NA,NA,NA,NA,NA,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,-0.88,1.76
NA,"Hautmann 2008 ERP","1","EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit/ Shell Mineralogy","Epifaunalcompetelyaragonitic","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",NA,NA,NA,NA,NA,2,0,3,4,NA,NA,NA,NA,NA,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,-7,6.125
NA,"Hautmann 2008 ERP","2","EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit/ Shell Mineralogy","Epifaunalcalciticouterlayer","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",NA,NA,NA,NA,NA,1,4,3,4,NA,NA,NA,NA,NA,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6,199.6,1,1,0,0,0.216,-1.57475,1.4369,0.70781,17.952,16.86625,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.228,1.12,0.98
NA,"Heinburg 1999  LBD","3","EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",NA,NA,NA,NA,NA,31,16,68,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,0.984081891532694,0.218146232113159
NA,"Heinburg 1999 LDB","1","EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",NA,NA,NA,NA,NA,37,6,68,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-1.17568247614696,0.260619268111394
NA,"Heinburg 1999 LDB","2","EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Semi-infaunal","Semi-infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",NA,NA,NA,NA,NA,6,3,74,25,NA,NA,NA,NA,NA,"data provided in table embedded in paper; saved as \"Heinberg 1999\"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,4.66162162162162,6.40972972972973
NA,"Jablonski 2005","1","EO","Jablonski, David, 2005, Mass extinctions and macroevolution: Paleontological Society, v. 31, p. 192-210.","Jablonski 2005",2005,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian","P/TR","P/TR","Gulf and Atlantic Coastal Plain","Jablonski global database",NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,NA,NA
NA,"Jablonski 2005","2","EO","Jablonski, David, 2005, Mass extinctions and macroevolution: Paleontological Society, v. 31, p. 192-210.","Jablonski 2005",2005,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian","P/TR","P/TR","Gulf and Atlantic Coastal Plain","Jablonski global database",NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,NA,NA
NA,"Jablonski1995SEC","1","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,114,84,167,130,NA,NA,NA,NA,NA,"by using geometric mean of height and length) of >4 cm, is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-0.0818056195301706,0.0306771073238139
NA,"Jablonski1995SEC","2","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,53,46,167,130,NA,NA,NA,NA,NA,"31% (n = 36), whereas survivorship among genera of <4 cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,0.327222478120681,0.122708429295256
NA,"Knoll 2007 PEP","1","EO","Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-313","Knoll et al. 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Changhsingian","Changhsingian","P/TR","P/TR","global","Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",NA,NA,NA,NA,4,12,26,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,2.85599459134615,0.900259164663462
NA,"Knoll 2007 PEP","2","EO","Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-313","Knoll et al. 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Changhsingian","Changhsingian","P/TR","P/TR","global","Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",NA,NA,NA,NA,22,20,26,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,-0.414475405546834,0.130649856096285
NA,"Knoll et al. 1996","1","EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Wordian","Wordian",NA,NA,NA,NA,NA,NA,NA,NA,2,20,15,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,265,0,0,0,0,0.065,-3.4437,4.9767,0.70715,14.133,23.568,-3.932830556,-3.932830556,0,-3.194126984,0,3.194126984,3.194126984,-6.985555556,-6.985555556,0,0,0.055,1.95115969074914,1.84846707544655
NA,"Knoll et al. 1996","1","EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Capitanian","Capitanian",NA,NA,NA,NA,NA,NA,NA,NA,5,19,53,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,260.5,1,0,0,0,0.168,-3.62415,4.2287,0.7072,15.5245,14.37585,-3.932830556,-3.932830556,0,-3.194126984,0,3.194126984,3.194126984,-6.985555556,-6.985555556,0,0,0.146,4.88501921733054,0.78077393431167
